r_lambda_over_NA,Airy,Gaussian
0.962095531587057,0.007837904228282542,6.157917824553484e-05
0.9642526964560862,0.007638785136405277,5.895644105226328e-05
0.9664098613251155,0.007440773283616088,5.643990760077726e-05
0.9685670261941448,0.007243968581541662,5.4025524754371675e-05
0.9707241910631741,0.007048469018131588,5.1709383339497036e-05
0.9728813559322034,0.006854370616313567,4.9487713478829324e-05
0.9750385208012327,0.006661767394411836,4.7356880057766535e-05
0.9771956856702618,0.00647075132833097,4.5313378321229946e-05
0.9793528505392911,0.006281412315506058,4.335382959768751e-05
0.9815100154083204,0.006093838140619302,4.147497714737082e-05
0.9836671802773497,0.005908114443081995,3.967368213170116e-05
0.985824345146379,0.005724324686280211,3.794691970098805e-05
0.9879815100154082,0.005542550128581327,3.6291775197515495e-05
0.9901386748844375,0.00536286979609745,3.47054404711738e-05
0.9922958397534668,0.005185360457201339,3.318521030484839e-05
0.9944530046224961,0.0050100965987888825,3.1728478946822007e-05
0.9966101694915254,0.004837150404282035,3.0332736747496554e-05
0.9987673343605546,0.004666591733364295,2.899556689778833e-05
1.0009244992295838,0.004498488103440885,2.771464226660001e-05
1.003081664098613,0.004332904672814177,2.648772233481769e-05
1.0052388289676424,0.004169904225564428,2.53126502233342e-05
1.0073959938366717,0.004009547158124989,2.418734981264138e-05
1.009553158705701,0.0038518914675401013,2.310982295158728e-05
1.0117103235747302,0.003696992741393014,2.2078146752936996e-05
1.0138674884437595,0.0035449041493907847,2.1090470973425756e-05
1.0160246533127888,0.0033956764365919065,2.0145015476037333e-05
1.018181818181818,0.003249357918261575,1.924006777228878e-05
1.0203389830508474,0.003105994476339181,1.8373980642346354e-05
1.0224961479198766,0.002965629557501372,1.754516983084546e-05
1.024653312788906,0.0028283041728036913,1.6752111816330024e-05
1.0268104776579352,0.002694056898882847,1.5993341652272497e-05
1.0289676425269645,0.0025629238807009834,1.5267450877680448e-05
1.0311248073959938,0.0024349388358128475,1.4573085495337627e-05
1.033281972265023,0.0023101330601357,1.390894401577246e-05
1.0354391371340523,0.0021885354352016422,1.3273775565088012e-05
1.0375963020030816,0.002070172436870886,1.2666378054830687e-05
1.039753466872111,0.0019550681454843363,1.2085596412116405e-05
1.0419106317411402,0.0018432442574329582,1.1530320868273384e-05
1.0440677966101695,0.0017347200981208814,1.0999485304302101e-05
1.0462249614791987,0.0016295126362987958,1.0492065651492728e-05
1.048382126348228,0.0015276364997432958,1.0007078345579293e-05
1.0505392912172573,0.001429103992257795,9.543578832849024e-06
1.0526964560862866,0.0013339251119695527,9.10066012666408e-06
1.0548536209553159,0.0012421075708973985,8.67745141288933e-06
1.0570107858243452,0.001153656815763903,8.27311670275816e-06
1.0591679506933744,0.0010685760500253913,7.886853531744032e-06
1.0613251155624037,0.000986866257092904,7.517891703041386e-06
1.063482280431433,0.0009085262247165066,7.165492074295338e-06
1.0656394453004623,0.0008335525705052899,6.828945386253638e-06
1.0677966101694913,0.0007619397685546853,6.5075711320485435e-06
1.0699537750385206,0.0006936801771526395,6.200716465850117e-06
1.07211093990755,0.0006287640675357246,5.907755149664843e-06
1.0742681047765792,0.0005671796536659086,5.628086537085738e-06
1.0764252696456085,0.000508913122998461,5.361134592831982e-06
1.0785824345146378,0.000453948668211261,5.10634694694693e-06
1.080739599383667,0.0004022685198653091,4.8631939825537265e-06
1.0828967642526963,0.00035385297996624724,4.631167956097829e-06
1.0850539291217256,0.0003086804563962353,4.409782149034439e-06
1.0872110939907549,0.00026672749818552644,4.198570049948159e-06
